time,open,high,low,close,Volume,Volume MA
2021-01-03T00:00:00Z,0.00001450902404642713,0.00001464116387942824,0.000014496993547383037,0.000014606026123415204,0,NaN
2021-01-04T00:00:00Z,0.000014606026123415204,0.00001586854387,0.00001327012781,0.00001406816337,0,NaN
2021-01-05T00:00:00Z,0.00001406816337,0.00002873167129,0.0000137266079,0.00002873167129,0,NaN
2021-01-06T00:00:00Z,0.00002873167129,0.00004612206338,0.00002873167129,0.00003034296179,0,NaN
2021-01-07T00:00:00Z,0.00003034296179,0.0000306728644,0.00002320295073,0.00002433362705,0,NaN
2021-01-08T00:00:00Z,0.00002433362705,0.00003391596358,0.00002230397197,0.00003391596358,0,NaN
2021-01-09T00:00:00Z,0.00003391596358,0.00014783434597,0.00003391596358,0.00012052829166,0,NaN
2021-01-10T00:00:00Z,0.00012052829166,0.00026477132015,0.00009933780646,0.00010991398157,0,NaN
2021-01-11T00:00:00Z,0.00010991398157,0.00011208242988,0.00007753401514,0.00008328719449,0,NaN
2021-01-12T00:00:00Z,0.00008328719449,0.00008371425854,0.00004361805141,0.0000473017828,0,NaN
2021-01-13T00:00:00Z,0.0000473017828,0.0001078708779,0.00004670943597,0.00010492522041,0,NaN
2021-01-14T00:00:00Z,0.00010492522041,0.00010535235871,0.00007685930815,0.00008853028024,0,NaN
2021-01-15T00:00:00Z,0.00008853028024,0.00009174057152,0.00007480453898,0.00008186049852,0,NaN
2021-01-16T00:00:00Z,0.00008186049852,0.00013537908229,0.00008147124625,0.00013530896831,0,NaN
2021-01-17T00:00:00Z,0.00013530896831,0.00014963856855,0.00011099858169,0.0001349002036,0,NaN
2021-01-18T00:00:00Z,0.0001349002036,0.0001420135215,0.00011121855895,0.00012849922885,0,NaN
2021-01-19T00:00:00Z,0.00012849922885,0.00012929595171,0.00009229103479,0.00009409463493,0,NaN
2021-01-20T00:00:00Z,0.00009409463493,0.00028939356913,0.00008882062356,0.00023412875074,0,NaN
2021-01-21T00:00:00Z,0.00023412875074,0.00030393225538,0.00020921237361,0.00023466851321,0,NaN
2021-01-22T00:00:00Z,0.00023466851321,0.00026397075192,0.00021095652182,0.00024967768169,0,0
2021-01-23T00:00:00Z,0.00024967768169,0.00047894561646,0.00024079228484,0.00047182378747,0,0
2021-01-24T00:00:00Z,0.00047182378747,0.00077663173572,0.00045303641475,0.0005601505279,0,0
2021-01-25T00:00:00Z,0.0005601505279,0.00090483106613,0.00054705374699,0.00068211810745,0,0
2021-01-26T00:00:00Z,0.00068211810745,0.0006835030022,0.00044193880375,0.00054598579284,0,0
2021-01-27T00:00:00Z,0.00054598579284,0.00066453956423,0.00049372600127,0.00055037222979,0,0
2021-01-28T00:00:00Z,0.00055037222979,0.00064922801145,0.00052870723471,0.00055121021309,0,0
2021-01-29T00:00:00Z,0.00055121021309,0.00071557073776,0.00049533949497,0.00070161337931,0,0
2021-01-30T00:00:00Z,0.00070161337931,0.00132815266062,0.00070161337931,0.00130792406488,0,0
2021-01-31T00:00:00Z,0.00130792406488,0.00136491536491,0.00098177423699,0.00100849664384,0,0
2021-02-01T00:00:00Z,0.00100849664384,0.00148198306151,0.00091858207138,0.00145401062549,0,0
2021-02-02T00:00:00Z,0.00145401062549,0.00145991226234,0.0012749551537,0.00144631963729,0,0
2021-02-03T00:00:00Z,0.00144631963729,0.00315963149889,0.00144631963729,0.002958,78341.41825,3917.0709125000003
2021-02-04T00:00:00Z,0.002958,0.00308225,0.0018245,0.00202925,954543.3755000001,51644.239687500005
2021-02-05T00:00:00Z,0.00202925,0.0025265,0.001911,0.002169,1212247.251999999,112256.60228749996
2021-02-06T00:00:00Z,0.002169,0.00222725,0.0013,0.00142075,1102090.071499999,167361.1058624999
2021-02-07T00:00:00Z,0.00142075,0.0017995,0.0010955,0.00171,1077226.4772499988,221222.42972499985
2021-02-08T00:00:00Z,0.00171,0.00184825,0.0012715,0.0014055,1299082.9064999998,286176.5750499998
2021-02-09T00:00:00Z,0.0014055,0.001571,0.00118025,0.00121525,742255.8792499994,323289.3690124998
2021-02-10T00:00:00Z,0.00121525,0.0012495,0.00097,0.0011595,1336906.8362500004,390134.71082499984
2021-02-11T00:00:00Z,0.0011595,0.0015,0.001126,0.001368,1574033.5657500029,468836.3891124999
2021-02-12T00:00:00Z,0.001368,0.0013965,0.00118775,0.0013095,766992.557500001,507186.01698749996
2021-02-13T00:00:00Z,0.0013095,0.00144525,0.00116925,0.00144275,810524.3312499998,547712.23355
2021-02-14T00:00:00Z,0.00144275,0.00203275,0.00142425,0.0015885,3092285.0990000027,702326.4885000002
2021-02-15T00:00:00Z,0.0015885,0.001685,0.001251,0.001441,1393219.5939999989,771987.4682000001
2021-02-16T00:00:00Z,0.001441,0.00182525,0.00140275,0.00161175,1195981.1107499998,831786.5237375001
2021-02-17T00:00:00Z,0.00161175,0.00181275,0.001331,0.0016645,1168119.3102499996,890192.48925
2021-02-18T00:00:00Z,0.0016645,0.00188925,0.00163725,0.00176975,1121255.5272499996,946255.2656125
2021-02-19T00:00:00Z,0.00176975,0.001822,0.00156,0.0015605,855796.128749999,989045.07205
2021-02-20T00:00:00Z,0.0015605,0.00169025,0.0012965,0.001498,585646.5255000003,1018327.398325
2021-02-21T00:00:00Z,0.001498,0.00159125,0.00141275,0.00144125,587651.7222499994,1047709.9844374999
2021-02-22T00:00:00Z,0.00144125,0.0014945,0.00125,0.00126625,943535.6995000002,1094886.7694125
2021-02-23T00:00:00Z,0.00126625,0.00128525,0.0009,0.00122775,713111.2762499998,1126625.2623125003
