timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2021-11-28T00:00:00Z,24.34279040,24.34279040,23.70002159,23.83828246,1751366.83,24.34591555,24.34591555,23.70242705,23.83733834,929179.70,929179,32,8607,813547
2021-11-27T00:00:00Z,24.33032286,25.80565907,23.91328247,24.04693112,19015933.87,24.34913411,25.82092858,23.91926030,24.04094934,7930871.94,7930871,1890,10194318,888852
2021-11-26T00:00:00Z,29.80253493,29.80253493,24.46767402,24.46767402,34004885.33,29.79682430,29.79682430,24.47584905,24.47584905,19913415.66,19913415,1407,12776948,1313113
2021-11-25T00:00:00Z,30.82003437,31.64218027,29.21156484,29.90635876,21683323.17,30.81201051,31.65467598,29.22352342,29.89780626,7903591.40,7903591,975,12931068,847687
2021-11-24T00:00:00Z,32.20463544,32.20463544,29.67259007,30.92612575,24459658.51,32.19469069,32.19469069,29.67137644,30.92255545,12978783.96,12978783,187,10488116,992571
2021-11-23T00:00:00Z,32.25546396,34.73618571,32.03041329,32.72750761,24862292.61,32.23513863,34.79334876,32.07845925,32.72214173,11112901.80,11112901,,12262607,1486783
2021-11-22T00:00:00Z,36.80314211,41.59068597,31.30741850,32.37316548,77126527.40,36.76179439,41.57481970,31.36102454,32.35452070,48757617.31,48757617,769,20757758,7610381
2021-11-21T00:00:00Z,30.39997877,69.43980515,30.39997877,36.87803190,130717737.72,30.40078959,69.45722326,30.40078959,36.87583321,110930983.14,110930983,2731,13037384,6746639
2021-11-20T00:00:00Z,30.31778021,31.65084794,30.31778021,30.33796052,19300308.15,30.30622106,31.64945617,30.30622106,30.34117999,7561855.37,7561855,969,10744692,992790
2021-11-19T00:00:00Z,29.68308817,32.18768394,29.68308817,30.31524328,22931704.41,29.68632098,32.19103419,29.68632098,30.30460260,9186660.43,9186660,317,13010323,734403
2021-11-18T00:00:00Z,31.92350924,32.43137801,29.71717023,29.79378105,24195679.53,31.91206000,32.38348213,29.73728966,29.80550424,9372903.19,9372903,729,13900641,921405
2021-11-17T00:00:00Z,36.17572989,36.17572989,31.99756034,31.99756034,32116196.87,36.17071727,36.17071727,31.98913803,31.98913803,13995511.09,13995511,3300,17450865,666520
2021-11-16T00:00:00Z,39.43558450,39.43558450,35.10448740,36.52740822,28215866.91,39.43838457,39.43838457,35.11720957,36.53351660,9635577.16,9635577,10584,17887806,681898
2021-11-15T00:00:00Z,40.49679506,41.34382350,38.40145452,39.48189715,23829638.33,40.50721578,41.34960677,38.40946563,39.48350016,11190508.15,11190508,406,11679161,959561
2021-11-14T00:00:00Z,41.28377995,42.04674921,40.27814188,40.67926325,19347831.90,41.31811205,42.08893989,40.32365411,40.71479400,3342367.18,3342367,72,15585048,420343
2021-11-13T00:00:00Z,42.40471184,43.21364749,41.28781696,41.28781696,22061205.63,42.45236918,43.26325359,41.30924384,41.30924384,4064225.34,4064225,128,17787090,209761
2021-11-12T00:00:00Z,41.17733543,43.04610124,41.15062615,42.27459328,29988231.03,41.21318149,43.06474436,41.20860029,42.30381167,7999439.34,7999439,26,21623212,365552
2021-11-11T00:00:00Z,41.67943472,42.41920423,40.93347814,41.21243381,20773317.20,41.80549160,42.51827714,41.05540680,41.29439436,3848562.18,3848562,359,16720406,203988
2021-11-10T00:00:00Z,43.39078183,43.39078183,40.69865266,41.73839561,26423936.88,43.45527598,43.45527598,40.79789126,41.82106010,7313411.53,7313411,327,18755424,354773
2021-11-09T00:00:00Z,46.08318179,46.08318179,43.42230705,43.42230705,24770834.66,46.15626413,46.15626413,43.49623180,43.49623180,6190863.36,6190863,1193,18124429,454348
2021-11-08T00:00:00Z,48.64793124,48.64793124,44.26844467,46.09611134,33054391.51,48.67377147,48.67377147,44.36990895,46.15133402,11479771.67,11479771,481,20539621,1034516
2021-11-07T00:00:00Z,49.70851572,50.09752424,47.96135283,48.76466254,53922334.64,49.63585018,50.04965254,48.03750599,48.75098604,27872170.29,27872170,314,23844072,2205776
2021-11-06T00:00:00Z,40.97205662,66.13504794,40.97205662,49.75434581,234875066.45,40.93074464,66.22706580,40.93074464,49.73722195,191201897.49,191201897,4349,29680819,13987999
2021-11-05T00:00:00Z,44.62775265,78.21141078,41.68846104,41.68846104,108787017.77,44.64545367,79.04659635,41.64699955,41.64699955,100936490.19,100936490,25382,6275421,1549723
2021-11-04T00:00:00Z,43.47504543,45.83161254,43.21595025,44.22979176,19715321.94,43.53477623,45.86617243,43.29995147,44.27532294,10854201.63,10854201,1543,8855223,4354
2021-11-03T00:00:00Z,39.27780680,43.09217165,39.27780680,43.09217165,14881662.97,39.36412932,43.24617522,39.36412932,43.24617522,5315921.64,5315921,7904,9556844,991
2021-11-02T00:00:00Z,37.95746340,40.96389911,37.95746340,39.38583625,23267023.63,37.98765917,41.09297708,37.98765917,39.42588465,12761060.20,12761060,34,10502228,3700
2021-11-01T00:00:00Z,40.00985067,40.00985067,38.05962143,38.29891788,20642507.23,40.18516347,40.18516347,38.20416534,38.42341466,3196694.62,3196694,913,17444119,779
2021-10-31T00:00:00Z,40.30430282,40.54726798,39.29190185,39.99909531,18492018.16,40.34169022,40.57632541,39.58614056,40.23921947,2430123.33,2430123,2870,16058761,262
2021-10-30T00:00:00Z,42.53011778,42.53011778,40.21263909,40.38109433,14991515.77,42.61222682,42.61222682,40.26132009,40.43696498,1273447.39,1273447,,13717496,572
2021-10-29T00:00:00Z,40.51859376,45.11831264,40.51859376,42.70221503,26341439.85,40.60617081,45.14096892,40.60617081,42.72443467,7989879.10,7989879,1624,18347383,2552
