timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2021-11-28T00:00:00Z,193.99907696,194.86739495,186.68821831,189.35103729,726062737.37,193.85402775,194.72313316,186.45576696,189.18811237,386432575.74,539639,386432575,52600,1654220,337383701
2021-11-27T00:00:00Z,193.24097199,200.22195819,191.47415423,193.58411976,2103625006.38,193.11174807,200.14587345,191.33043140,193.43526596,1185400442.40,530345,1185400442,33956616,549719494,334018107
2021-11-26T00:00:00Z,210.45186174,210.71542545,183.71890693,193.49024277,4709962495.34,210.36018523,210.88905207,183.64244392,193.50950644,2949640189.18,2344270,2949640189,81889238,1178855929,497232867
2021-11-25T00:00:00Z,206.60134664,217.10897104,203.01109583,210.58837434,3147423498.95,206.30463141,216.86995416,202.76684720,210.39178194,1809216738.43,717016,1809216738,61653964,912793085,363042694
2021-11-24T00:00:00Z,221.84769192,222.38398463,200.30740039,205.68292427,3257633567.63,221.58094283,222.02857813,199.93342584,205.31647125,2013724113.93,648628,2013724113,58113486,807772710,377374628
2021-11-23T00:00:00Z,216.10384967,228.00731568,212.91026085,223.66563306,3043254481.03,215.89580287,228.06889449,212.92054842,223.72521304,1826029262.79,694802,1826029262,56638340,803317049,356575026
2021-11-22T00:00:00Z,231.21526404,231.99387459,212.30416998,216.49407450,4624460813.92,231.11881975,232.04344529,212.13827441,216.37371315,2993713398.66,762602,2993713398,82903545,1088144110,458937156
2021-11-21T00:00:00Z,217.94836206,236.66391730,210.88180951,231.00907206,3604932307.75,217.85397424,236.98554269,210.78305901,231.01331135,2294277018.36,998414,2294277018,69870290,797660608,442125976
2021-11-20T00:00:00Z,215.64372059,221.91828317,207.11109389,218.08593702,2815179238.09,215.40717144,221.64537109,206.78116079,217.88487970,1773238709.75,893197,1773238709,51957455,680083450,309006425
2021-11-19T00:00:00Z,195.82854827,220.37130490,190.58110044,216.04168655,4886449976.65,195.62019263,220.11938199,190.22456482,215.79976390,3107622103.27,837026,3107622103,90467104,1135219109,552304632
2021-11-18T00:00:00Z,219.28403047,222.60996447,187.57484037,196.02587722,5449072711.18,219.14848921,222.63479993,187.31009424,195.90233270,3563147175.76,1098063,3563147175,100809554,1177946626,606071290
2021-11-17T00:00:00Z,219.67015212,223.40691618,210.92648192,219.87622128,4070990355.06,219.48971836,223.31391694,210.83053187,219.86378634,2566080105.55,843885,2566080105,59356865,992074781,452634716
2021-11-16T00:00:00Z,238.48731575,238.48731575,215.62214534,220.10672327,5111758217.70,238.41870115,238.41870115,215.52232032,219.97728413,3341379934.85,900144,3341379934,88060119,1164367099,517050919
