timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2021-11-28T00:00:00Z,1.63131044,1.63533457,1.57814790,1.59262003,113779827.24,1.62514074,1.62913548,1.57382496,1.58865079,51785255.83,289,51785255,42124,1650647,60301510
2021-11-27T00:00:00Z,1.64822435,1.73434880,1.59732022,1.62193731,800361266.38,1.64655247,1.73274074,1.59594295,1.61932947,473333921.72,608,473333921,24381513,249188001,53457221
2021-11-26T00:00:00Z,1.93140877,1.96578425,1.60113353,1.65268750,1984126737.09,1.92980313,1.96449436,1.59962545,1.65165048,1143619677.97,74,1143619677,69375052,632025998,139105934
2021-11-25T00:00:00Z,1.69268068,1.94687668,1.68309794,1.93089748,1964424407.61,1.69038217,1.94681747,1.68240649,1.92934711,1106613374.91,2752,1106613374,70245955,616177889,171384436
2021-11-24T00:00:00Z,1.74938917,1.83396836,1.64981843,1.68471988,1415766122.70,1.74766217,1.83278187,1.64798984,1.68186138,805971322.38,216,805971322,40045042,468171543,101577997
2021-11-23T00:00:00Z,1.56279255,1.78095994,1.55818341,1.76668222,1192636900.76,1.56082253,1.78131474,1.55946204,1.76731667,649899301.84,265,649899301,37115495,415199771,90422065
2021-11-22T00:00:00Z,1.60346891,1.62569332,1.52903320,1.56585409,719374399.29,1.60235376,1.62434330,1.52787049,1.56503140,408628565.68,380,408628565,18631351,241508541,50605559
2021-11-21T00:00:00Z,1.66718775,1.68182071,1.59907806,1.60329587,507209976.22,1.66575290,1.68462992,1.59747747,1.60183463,285847025.37,47,285847025,14714824,179536111,27111967
2021-11-20T00:00:00Z,1.62475037,1.68339704,1.56746617,1.66794798,690555234.50,1.62296141,1.68162811,1.56614441,1.66644341,396507691.43,400,396507691,17888855,234459747,41698539
2021-11-19T00:00:00Z,1.50086867,1.63380222,1.48892599,1.62755975,802635966.46,1.49927452,1.63213180,1.48814818,1.62590384,470373854.76,41,470373854,18884384,265964629,47413056
2021-11-18T00:00:00Z,1.64034356,1.68572393,1.45206604,1.50312130,1055887595.76,1.63877362,1.68588105,1.45064573,1.50182905,608822161.50,2062,608822161,30243659,348604309,68215401
2021-11-17T00:00:00Z,1.56525833,1.68430084,1.49964757,1.64512570,1077277916.93,1.56339081,1.68355026,1.49898654,1.64419237,608602117.47,2328,608602117,36358039,361101103,71214328
2021-11-16T00:00:00Z,1.69635645,1.69732235,1.47316339,1.56892500,1384966411.43,1.69524726,1.69524726,1.47132985,1.56730723,820768144.65,9034,820768144,46514818,436042592,81631821
2021-11-15T00:00:00Z,1.73229188,1.76791145,1.69043692,1.69853122,600316969.21,1.73066706,1.76539768,1.68839080,1.69673258,336665223.70,9981,336665223,17216318,198304299,48121146
2021-11-14T00:00:00Z,1.75611890,1.78455596,1.69466496,1.73343679,520586438.82,1.75446131,1.78292904,1.69325197,1.73169309,289150079.68,156,289150079,15905307,186627090,28903804
2021-11-13T00:00:00Z,1.72101967,1.77653078,1.70387934,1.75573896,554262964.02,1.71925590,1.77476968,1.70230774,1.75403892,303868486.82,369,303868486,16432843,188776459,45184805
2021-11-12T00:00:00Z,1.75788772,1.78111768,1.64509580,1.72098546,867068472.26,1.75677947,1.77986187,1.64413972,1.71972461,490671861.18,182,490671861,30220857,291342295,54833275
2021-11-11T00:00:00Z,1.70455657,1.79521408,1.67094525,1.75854674,940351550.66,1.70337150,1.79458715,1.67045844,1.75780542,564417906.56,8706,564417906,26392037,288152833,61380066
2021-11-10T00:00:00Z,1.77951739,1.89475454,1.54265755,1.70872401,1768842967.19,1.77794543,1.89275190,1.54161011,1.70749749,1083484396.68,28553,1083484396,65175536,523226722,96927758
2021-11-09T00:00:00Z,1.89482142,1.89780726,1.75781915,1.77820796,1301422682.80,1.89447201,1.89728715,1.75657282,1.77715229,769056040.65,2494,769056040,32638548,378980933,120744664
2021-11-08T00:00:00Z,1.88966686,1.95409454,1.86664278,1.89526291,1035555781.38,1.88818120,1.95390552,1.86552290,1.89424475,628966894.70,16880,628966894,26499353,320243801,59828851
2021-11-07T00:00:00Z,1.88921041,1.92514403,1.85833872,1.89001331,575605693.60,1.88792030,1.92455717,1.85691171,1.88896390,335702031.68,67,335702031,15288515,184420714,40194364
2021-11-06T00:00:00Z,1.90064580,1.93502196,1.82074197,1.88889568,686017090.81,1.89912548,1.93449885,1.81952071,1.88728495,380522896.27,297,380522896,20850365,236953975,47689555
2021-11-05T00:00:00Z,1.91992384,1.95454059,1.86974626,1.89995864,797321034.18,1.91916169,1.95342754,1.86827531,1.89822911,468547734.43,7,468547734,21978944,259586637,47207710
2021-11-04T00:00:00Z,2.04152871,2.04487439,1.87157248,1.92316439,1199776668.08,2.04136371,2.04388576,1.87031255,1.92263044,755618750.17,0,755618750,34746624,365067981,44343311
2021-11-03T00:00:00Z,1.94087691,2.15967241,1.93807750,2.04022274,2328497394.23,1.94098819,2.16250093,1.93912309,2.03997914,1382978438.10,1276,1382978438,79898254,764691731,100927693
2021-11-02T00:00:00Z,1.90510420,1.97516399,1.86897304,1.94185480,1326066262.05,1.90455986,1.97574961,1.86934913,1.94203962,769404852.33,0,769404852,46721500,452308805,57631104
2021-11-01T00:00:00Z,1.94134833,150.25365182,1.84089205,1.90546696,1264235043.12,1.94129350,197.43056066,1.83990117,1.90410711,742531641.54,0,742531641,58164823,406422736,57115841
